BveTs Vehicle Performance Table 1.00,,,,,
#,,,,,
0,41.80976898,100,100,100,100
1,41.80976898,100,100,100,100
2,41.80976898,100,100,100,100
3,41.80976898,100,100,100,100
4,41.80976898,100,100,100,100
5,41.80976898,100,100,100,100
6,41.80976898,100,100,100,100
7,41.80976898,100,100,100,100
8,41.80976898,100,100,100,100
9,41.80976898,100,100,100,100
10,37.98285576,100,100,100,100
11,34.97449929,100,100,100,100
12,32.23220206,100,100,100,100
13,29.8787503,100,100,100,100
14,27.6890045,100,100,100,100
15,25.86762541,100,100,100,100
16,24.14857266,100,100,100,100
17,22.53184894,100,100,100,100
18,21.20162816,100,100,100,100
19,19.87141278,100,100,100,100
20,18.80723778,100,100,100,100
21,17.76352805,100,100,100,100
22,17.33293797,100,100,100,100
23,17.33293797,100,100,100,100
24,17.33293797,100,100,100,100
25,17.33293797,100,100,100,100
26,17.33293797,100,100,100,100
27,17.33293797,100,100,100,100
28,17.33293797,100,100,100,100
29,17.33293797,100,100,100,100
30,17.33293797,100,100,100,100
31,17.33293797,100,100,100,100
32,17.33293797,100,100,100,100
33,17.33293797,100,100,100,100
34,17.33293797,100,100,100,100
35,17.33293797,100,100,100,100
36,17.33293797,100,100,100,100
37,17.33293797,100,100,100,100
38,17.33293797,100,100,100,100
39,17.33293797,100,100,100,100
40,17.33293797,100,100,100,100
41,17.33293797,100,100,100,100
42,17.33293797,100,100,100,100
43,17.33293797,100,100,100,100
44,17.33293797,100,100,100,100
45,17.33293797,100,100,100,100
46,17.33293797,100,100,100,100
47,17.33293797,100,100,100,100
48,17.33293797,100,100,100,100
49,17.33293797,100,100,100,100
50,17.33293797,100,100,100,100
51,17.33293797,100,100,100,100
52,17.33293797,100,100,100,100
53,17.33293797,100,100,100,100
54,17.33293797,100,100,100,100
55,17.33293797,100,100,100,100
56,17.33293797,100,100,100,100
57,17.33293797,100,100,100,100
58,17.33293797,100,100,100,100
59,17.33293797,100,100,100,100
60,17.33293797,99.66034009,100,100,100
61,17.33293797,97.64430743,100,100,100
62,17.33293797,95.92304793,100,100,100
63,17.33293797,94.37591964,100,100,100
64,17.33293797,92.73049769,100,100,100
65,17.33293797,91.27712851,100,100,100
66,17.33293797,89.78356201,99.88649029,100,100
67,17.33293797,88.7007908,98.5817296,100,100
68,17.33293797,87.19088189,97.30289815,100,100
69,17.33293797,85.80296863,96.16637709,100,100
70,17.33293797,84.59812727,94.87056207,100,100
71,17.33293797,83.37622596,93.44044845,100,100
72,17.33293797,82.24656441,92.16481394,100,100
73,17.33293797,81.10721524,90.66960178,100,100
74,17.33293797,79.90535476,89.51733523,100,100
75,17.33293797,78.92005479,88.20933977,100,100
76,17.33293797,77.59689267,86.92647765,100,100
77,17.33293797,76.44044532,85.67226812,100,100
78,17.33293797,75.51769058,84.35581497,100,100
79,17.33293797,74.4870064,83.45631115,100,100
80,17.33293797,73.22710437,82.50669834,100,100
81,17.33293797,72.15325895,81.44138788,100,100
82,17.33293797,70.96927416,80.39062106,100,100
83,17.33293797,69.91998089,79.62544194,100,100
84,17.33293797,68.94957269,78.78419156,100,100
85,17.33293797,68.69169792,77.90006991,100,100
86,17.33293797,67.79859586,77.04262439,99.02500985,100
87,17.33293797,66.92476425,76.21432744,97.67821961,100
88,17.33293797,66.06960883,75.48877151,96.52312211,100
89,17.33293797,65.23255929,74.5828216,95.35224235,100
90,17.33293797,64.41306812,73.92841286,94.31240565,100
91,17.33293797,63.61060944,73.20404386,93.26249707,100
92,17.33293797,62.82467794,72.29690222,92.240833,100
93,17.33293797,62.05478792,71.61578113,91.09952053,100
94,17.33293797,61.30047236,70.82714571,90.17821136,100
95,17.33293797,60.56128196,70.08217214,89.44693492,100
96,17.33293797,59.8367844,69.34441819,88.44716357,100
97,17.33293797,59.12656348,68.49753413,87.75999327,100
98,17.33293797,58.43021843,67.85610227,86.88115475,100
99,17.33293797,57.74736314,67.1871158,86.24618069,100
100,17.33293797,57.07762557,66.53111419,85.37824298,100
101,17.33293797,56.42064707,65.68501006,84.63893237,100
102,17.33293797,55.77608179,65.13903141,84.07429151,100
103,17.33293797,55.14359613,64.36130267,83.31555741,100
104,17.33293797,54.5228682,63.51396473,82.48403369,100
105,17.33293797,53.9135873,62.8931646,81.74833236,100
106,17.33293797,53.31545346,62.12026883,81.1550096,100
107,17.33293797,52.72817697,61.32148855,80.36274254,99.10102785
108,17.33293797,52.15147793,60.67155852,79.71603342,98.36736955
109,17.33293797,51.58508589,59.9548481,78.99936615,97.60297355
110,17.33293797,51.02873939,59.52614239,78.30048369,97.16378097
111,17.33293797,50.48218564,59.50268253,77.9296705,95.79028243
