BveTs Vehicle Performance Table 1.00,,,,,
#,,,,,
0,15510.17,48000,48000,48000,48000
1,15510.17,48000,48000,48000,48000
2,15510.17,48000,48000,48000,48000
3,15510.17,48000,48000,48000,48000
4,15510.17,48000,48000,48000,48000
5,15510.17,48000,48000,48000,48000
6,15510.17,48000,48000,48000,48000
7,15510.17,48000,48000,48000,48000
8,15510.17,48000,48000,48000,48000
9,15510.17,48000,48000,48000,48000
10,14090.5,48000,48000,48000,48000
11,12974.49,48000,48000,48000,48000
12,11957.18,48000,48000,48000,48000
13,11084.12,48000,48000,48000,48000
14,10271.79,48000,48000,48000,48000
15,9596.113,48000,48000,48000,48000
16,8958.396,48000,48000,48000,48000
17,8358.64,48000,48000,48000,48000
18,7865.168,48000,48000,48000,48000
19,7371.698,48000,48000,48000,48000
20,6976.921,48000,48000,48000,48000
21,6589.736,48000,48000,48000,48000
22,6430,48000,48000,48000,48000
23,6430,48000,48000,48000,48000
24,6430,48000,48000,48000,48000
25,6430,48000,48000,48000,48000
26,6430,48000,48000,48000,48000
27,6430,48000,48000,48000,48000
28,6430,47418.77,48000,48000,48000
29,6430,45778.93,48000,48000,48000
30,6430,44123.9,48000,48000,48000
31,6430,42673.86,48000,48000,48000
32,6430,41261.77,48000,48000,48000
33,6430,39955.97,48000,48000,48000
34,6430,38764.05,48000,48000,48000
35,6430,37632.86,48000,48000,48000
36,6430,36600.36,48000,48000,48000
37,6430,35583.05,48000,48000,48000
38,6430,34634.07,48000,48000,48000
39,6430,33647.13,48000,48000,48000
40,6430,32675.37,48000,48000,48000
41,6430,31771.94,48000,48000,48000
42,6430,30830.55,48000,48000,48000
43,6430,29911.93,48000,48000,48000
44,6430,29069.24,48000,48000,48000
45,6430,28264.5,48000,48000,48000
46,6430,27497.72,48000,48000,48000
47,6430,26624.66,48000,48000,48000
48,6430,25789.55,48000,48000,48000
49,6430,24946.86,48000,48000,48000
50,6430,24126.94,48000,48000,48000
51,6430,23367.75,47175.83,47585.79,47578.2
52,6430,22502.28,45232.31,46743.09,46743.09
53,6430,21689.95,43645.61,45900.39,45900.39
54,6430,20983.9,42081.69,45027.33,45027.33
55,6430,20209.54,40639.23,44207.41,44207.41
56,6430,19549.04,39325.84,43463.41,43463.41
57,6430,18865.78,37906.16,42658.67,42658.67
58,6430,18212.88,36699.06,41945.04,41945.04
59,6430,17605.53,35484.36,41223.81,41223.81
60,6430,16945.04,34391.13,40517.77,40517.77
61,6430,16330.09,33168.84,39842.09,39842.09
62,6430,15783.48,32136.35,39174,39174
63,6430,15282.42,31119.04,38536.29,38536.29
64,6430,14781.35,30116.91,37890.98,37890.98
65,6430,14325.84,29259.04,37283.63,37336.77
66,6430,13877.92,28408.75,36433.34,36767.39
67,6430,13505.92,27619.19,35446.4,36198
68,6430,13080.78,26860.01,34436.68,35712.12
69,6430,12686,26161.55,33533.25,35173.09
70,6430,12329.18,25440.33,32660.19,34687.21
71,6430,11979.96,24703.92,31817.49,34208.93
72,6430,11653.51,24028.24,30959.61,33761.01
73,6430,11334.65,23314.61,30101.73,33313.09
74,6430,11015.79,22707.26,29342.54,32887.95
75,6430,10734.89,22077.13,28560.58,32440.02
76,6430,10416.03,21469.79,27877.32,31999.7
77,6430,10127.54,20885.21,27171.27,31536.59
78,6430,9877.012,20300.64,26495.6,31111.45
79,6430,9618.889,19829.94,25781.96,30709.08
80,6430,9337.989,19359.25,25144.25,30261.16
81,6430,9087.458,18873.37,24491.35,29729.73
82,6430,8829.335,18402.67,23884,29221.07
83,6430,8593.987,18007.9,23276.65,28590.95
84,6430,8373.823,17605.53,22714.85,27907.68
85,6430,8219.290675,17203.16,22145.46,27269.97
86,6430,8020.738421,16815.97,21614.03,26692.98
87,6430,7829.124657,16443.97,21075.01,26123.6
88,6430,7644.137864,16102.34,20589.13,25607.35
89,6430,7465.483338,15730.34,20110.84,25060.73
90,6430,7292.882147,15419.07,19670.51,24506.53
91,6430,7126.070158,15100.21,19237.78,23967.51
92,6430,6964.797129,14750.99,18820.22,23474.04
93,6430,6808.825872,14454.9,18387.49,23003.34
94,6430,6657.931461,14143.64,18007.9,22502.28
95,6430,6511.900498,13847.56,17673.85,22046.77
96,6370.530436,6370.530436,13559.06,17294.26,21568.48
97,6233.628932,6233.628932,13255.39,16982.99,21135.74
98,6101.013256,6101.013256,12997.27,16641.36,20695.41
99,5972.509732,5972.509732,12739.14,16352.87,20247.49
100,5847.953216,5847.953216,12488.61,16026.42,19837.53
101,5727.186611,5727.186611,12207.71,15730.34,19465.53
102,5610.060409,5610.060409,11987.55,15472.21,19093.53
103,5496.432266,5496.432266,11729.43,15183.72,18713.94
104,5386.166601,5386.166601,11463.71,14887.64,18379.9
105,5279.134222,5279.134222,11243.55,14614.33,18053.45
106,5175.211977,5175.211977,11000.61,14371.39,17719.4
107,5074.28242,5074.28242,10757.67,14098.09,17385.36
108,4976.233509,4976.233509,10545.1,13855.15,17096.87
109,4880.958308,4880.958308,10324.93,13604.62,16808.38
110,4788.354721,4788.354721,10157.91,13361.68,16580.63
111,4698.325235,4698.325235,10038.97129,13110.87844,16194.6703
112,4610.776676,4610.776676,9856.955857,12888.16578,15910.53443
113,4525.619987,4525.619987,9679.773726,12671.37079,15633.74757
114,4442.770014,4442.770014,9507.257841,12460.27664,15364.06064
115,4362.145303,4362.145303,9339.248191,12254.67669,15101.2349
116,4283.667916,4283.667916,9175.591459,12054.37391,14845.04152
117,4207.263251,4207.263251,9016.140695,11859.1803,14595.26101
118,4132.859873,4132.859873,8860.755007,11668.91643,14351.68282
119,4060.389359,4060.389359,8709.299267,11483.41095,14114.10492
120,3989.786147,3989.786147,8561.643836,11302.50011,13882.33334
121,3920.987399,3920.987399,8417.6643,11126.02741,13656.18186
122,3853.932861,3853.932861,8277.241229,10953.84313,13435.47158
123,3788.564748,3788.564748,8140.259935,10785.80407,13220.03062
124,3724.827615,3724.827615,8006.610257,10621.77311,13009.69378
125,3662.668254,3662.668254,7876.186351,10461.61894,12804.30225
126,3602.035582,3602.035582,7748.886485,10305.21576,12603.70327
127,3542.880546,3542.880546,7624.61286,10152.44299,12407.74993
128,3485.156023,3485.156023,7503.271426,10003.18501,12216.30085
129,3428.816736,3428.816736,7384.771715,9857.330907,12029.21994
130,3373.819163,3373.819163,7269.026677,9714.774229,11846.37619
131,3320.121463,3320.121463,7155.952536,9575.412791,11667.64344
132,3267.683395,3267.683395,7045.468636,9439.148453,11492.90015
133,3216.466249,3216.466249,6937.497312,9305.886923,11322.02919
134,3166.432773,3166.432773,6831.963752,9175.537576,11154.91771
135,3117.547114,3117.547114,6728.795882,9048.013282,10991.45689
136,3069.774752,3069.774752,6627.92424,8923.230238,10831.5418
137,3023.082444,3023.082444,6529.28187,8801.107813,10675.07122
138,2977.438165,2977.438165,6432.804214,8681.568405,10521.94752
139,2932.811058,2932.811058,6338.429008,8564.5373,10372.07646
140,2889.171386,2889.171386,6246.09619,8449.94254,10225.36709
